"path","ext","kind","bytes","lines","reasonixMechanisms","performanceVectors","dsxuAbsorptionOwner","absorptionDecision"
"src/cli/ui/dashboard/use-picker-broadcast.ts",".ts","runtime-source","2829","91","visible-work-state;parallel-safe-dispatch;mcp-skill-agent-envelope","ui-latency-risk;latency-positive-ordering-risk;integration-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/DenyContextInput.tsx",".tsx","runtime-source","1447","61","tool-result-budget;visible-work-state;permission-tool-gate","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/DiffApp.tsx",".tsx","runtime-source","7962","240","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/drain-tty.ts",".ts","runtime-source","1078","40","tool-result-budget;visible-work-state;parallel-safe-dispatch;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/EditConfirm.tsx",".tsx","runtime-source","5013","166","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/edit-history.ts",".ts","runtime-source","5118","122","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/effects/loop-to-dashboard.ts",".ts","runtime-source","1115","39","visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/feedback.ts",".ts","runtime-source","3842","100","visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/frame-render.tsx",".tsx","runtime-source","666","19","cache-first-loop;visible-work-state","token-cache-positive;ui-latency-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hash-memory.ts",".ts","runtime-source","4298","107","cache-first-loop;tool-call-repair;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/apply-slash-result.ts",".ts","runtime-source","2746","77","tool-result-budget;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/handle-assistant-final.ts",".ts","runtime-source","4892","120","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/handle-stream-events.ts",".ts","runtime-source","2859","83","tool-call-repair;visible-work-state;context-recovery","quality-positive-latency-risk;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/handle-tool-event.ts",".ts","runtime-source","2873","71","tool-call-repair;visible-work-state;permission-tool-gate;context-recovery","quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useActivityPhase.ts",".ts","runtime-source","507","14","visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useAgentSession.ts",".ts","runtime-source","561","27","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useCodeMode.ts",".ts","runtime-source","3965","94","visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control","ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useEditGate.ts",".ts","runtime-source","2241","70","cache-first-loop;permission-tool-gate;parallel-safe-dispatch","token-cache-positive;safety-positive-latency-risk;latency-positive-ordering-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useEventSubscriber.ts",".ts","runtime-source","321","9","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useHookList.ts",".ts","runtime-source","772","21","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useInputRecall.ts",".ts","runtime-source","1631","47","visible-work-state;context-recovery","ui-latency-risk;memory-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useLanguageReload.ts",".ts","runtime-source","289","9","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useLoopMode.ts",".ts","runtime-source","5258","143","visible-work-state;context-recovery","ui-latency-risk;memory-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/usePresetMode.ts",".ts","runtime-source","1104","23","visible-work-state;deepseek-route-cost-control;evidence-release-claim","ui-latency-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useQuit.ts",".ts","runtime-source","965","24","visible-work-state;context-recovery;evidence-release-claim","ui-latency-risk;memory-io-risk;observability-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useSceneTrace.ts",".ts","runtime-source","16138","546","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useScrollback.ts",".ts","runtime-source","9755","319","cache-first-loop;tool-result-budget;visible-work-state;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useSyntheticSubmit.ts",".ts","runtime-source","1404","48","cache-first-loop;visible-work-state;parallel-safe-dispatch;context-recovery","token-cache-positive;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useTerminalSetup.ts",".ts","runtime-source","594","19","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useToolProgressDisplay.ts",".ts","runtime-source","1794","61","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useTranscriptWriter.ts",".ts","runtime-source","815","21","cache-first-loop;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/hooks/useWorkspaceRoot.ts",".ts","runtime-source","1029","26","cache-first-loop;visible-work-state;permission-tool-gate;context-recovery;mcp-skill-agent-envelope","token-cache-positive;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/html-entities.ts",".ts","runtime-source","1447","44","tool-call-repair;visible-work-state;deepseek-route-cost-control","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/key-normalize.ts",".ts","runtime-source","2818","80","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/keystroke-context.tsx",".tsx","runtime-source","5072","143","tool-result-budget;tool-call-repair;visible-work-state","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/CardStream.tsx",".tsx","runtime-source","8792","227","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/Composer.tsx",".tsx","runtime-source","1225","40","tool-result-budget;visible-work-state;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/InlineShell.tsx",".tsx","runtime-source","2002","68","cache-first-loop;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/LiveExpandContext.ts",".ts","runtime-source","190","5","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/LiveRows.tsx",".tsx","runtime-source","13379","387","tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/plan-live-row.tsx",".tsx","runtime-source","896","24","visible-work-state;parallel-safe-dispatch;mcp-skill-agent-envelope","ui-latency-risk;latency-positive-ordering-risk;integration-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/SessionIntro.tsx",".tsx","runtime-source","592","18","tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/StatusRow.tsx",".tsx","runtime-source","12085","417","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/ToastRail.tsx",".tsx","runtime-source","2521","76","tool-result-budget;visible-work-state;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/layout/viewport-budget.tsx",".tsx","runtime-source","5114","161","cache-first-loop;tool-result-budget;visible-work-state;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/loop.ts",".ts","runtime-source","3129","81","tool-result-budget;tool-call-repair;parallel-safe-dispatch;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;latency-positive-ordering-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/markdown.tsx",".tsx","runtime-source","15654","505","cache-first-loop;tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/markdown-lines.ts",".ts","runtime-source","8208","274","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/markdown-view.tsx",".tsx","runtime-source","5055","190","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/MaskedInput.tsx",".tsx","runtime-source","2144","71","tool-result-budget;tool-call-repair;visible-work-state","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-append.ts",".ts","runtime-source","1446","45","cache-first-loop;tool-call-repair;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;memory-io-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-browse.ts",".ts","runtime-source","6477","188","tool-call-repair;visible-work-state;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;integration-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/McpBrowser.tsx",".tsx","runtime-source","4014","114","visible-work-state;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","ui-latency-risk;memory-io-risk;integration-risk;observability-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-disable.ts",".ts","runtime-source","1175","27","tool-call-repair;deepseek-route-cost-control;mcp-skill-agent-envelope","quality-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-health.ts",".ts","runtime-source","1004","25","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/McpHub.tsx",".tsx","runtime-source","2882","98","visible-work-state;context-recovery;mcp-skill-agent-envelope","ui-latency-risk;memory-io-risk;integration-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-lifecycle.ts",".ts","runtime-source","2309","55","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/McpMarketplace.tsx",".tsx","runtime-source","14419","431","cache-first-loop;visible-work-state;context-recovery;mcp-skill-agent-envelope","token-cache-positive;ui-latency-risk;memory-io-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-reconnect-kickoff.ts",".ts","runtime-source","3235","82","cache-first-loop;tool-call-repair;visible-work-state;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-server-list.ts",".ts","runtime-source","464","14","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/mcp-toast.ts",".ts","runtime-source","442","15","mcp-skill-agent-envelope","integration-risk","MCP / Skill / Agent boundary owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/ModelPicker.tsx",".tsx","runtime-source","7051","220","tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/multiline-keys.ts",".ts","runtime-source","11529","304","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/open-url.ts",".ts","runtime-source","933","37","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/paste-collapse.ts",".ts","runtime-source","2107","56","visible-work-state;context-recovery;deepseek-route-cost-control","ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/paste-sentinels.ts",".ts","runtime-source","2368","82","permission-tool-gate","safety-positive-latency-risk","Permission / Tool Gate owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PathConfirm.tsx",".tsx","runtime-source","4172","143","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanCheckpointConfirm.tsx",".tsx","runtime-source","3115","97","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanConfirm.tsx",".tsx","runtime-source","8247","247","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;integration-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/plan-open-questions.ts",".ts","runtime-source","1318","38","permission-tool-gate","safety-positive-latency-risk","Permission / Tool Gate owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanRefineInput.tsx",".tsx","runtime-source","3362","120","tool-result-budget;visible-work-state;permission-tool-gate;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanReviseConfirm.tsx",".tsx","runtime-source","3790","124","cache-first-loop;visible-work-state;permission-tool-gate","token-cache-positive;ui-latency-risk;safety-positive-latency-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanReviseEditor.tsx",".tsx","runtime-source","4157","137","tool-result-budget;visible-work-state;permission-tool-gate;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PlanStepList.tsx",".tsx","runtime-source","6411","168","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/presets.ts",".ts","runtime-source","1872","60","deepseek-route-cost-control","cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives.tsx",".tsx","runtime-source","3025","99","tool-result-budget;visible-work-state;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/Card.tsx",".tsx","runtime-source","965","44","visible-work-state;context-recovery","ui-latency-risk;memory-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/CardHeader.tsx",".tsx","runtime-source","2190","66","cache-first-loop;tool-result-budget;visible-work-state;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/Countdown.tsx",".tsx","runtime-source","734","23","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/CursorBlock.tsx",".tsx","runtime-source","465","16","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/Pill.tsx",".tsx","runtime-source","2158","57","visible-work-state;deepseek-route-cost-control","ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/primitives/Spinner.tsx",".tsx","runtime-source","732","28","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/PromptInput.tsx",".tsx","runtime-source","22379","681","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/prompt-viewport.ts",".ts","runtime-source","8529","244","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/RecordView.tsx",".tsx","runtime-source","3528","127","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/ReplayApp.tsx",".tsx","runtime-source","3998","118","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/input-adapter.ts",".ts","runtime-source","4127","145","visible-work-state;parallel-safe-dispatch","ui-latency-risk;latency-positive-ordering-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/input-source.ts",".ts","runtime-source","4774","174","tool-result-budget;tool-call-repair;visible-work-state;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/list-picker-store.ts",".ts","runtime-source","1538","78","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/null-stdin.ts",".ts","runtime-source","533","30","visible-work-state;context-recovery","ui-latency-risk;memory-io-risk","TUI / work-state timeline owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/null-stdout.ts",".ts","runtime-source","1087","32","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/prompt-input-store.ts",".ts","runtime-source","1536","71","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/renderer-process.ts",".ts","runtime-source","2979","99","tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/renderer-resolver.ts",".ts","runtime-source","4363","141","cache-first-loop;tool-call-repair;visible-work-state","token-cache-positive;quality-positive-latency-risk;ui-latency-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/scene/trace.ts",".ts","runtime-source","2773","99","tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/Select.tsx",".tsx","runtime-source","6087","219","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/SessionPicker.tsx",".tsx","runtime-source","9029","259","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","absorb-mechanism-into-existing-dsxu-owner"
"src/cli/ui/Setup.tsx",".tsx","runtime-source","2618","91","tool-result-budget;visible-work-state;parallel-safe-dispatch;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;latency-positive-ordering-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","absorb-mechanism-into-existing-dsxu-owner"
