"referencePath","ownerPacket","dsxuOwner","dsxuDirectPath","dsxuDirectPathExists","disposition","riskPriority","priorPublicClaimStatus","finalDecision","closureState","acceptanceDecision","acceptanceReason","capabilityLoops","testEvidenceCount","liveTuiApiEvidence","publicClaimBoundary"
"migrations/migrateAutoUpdatesToSettings.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/migrations/migrateAutoUpdatesToSettings.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","do not claim as reference feature parity."
"migrations/migrateBypassPermissionsAcceptedToSettings.ts","V20-OGR-03-tool-permission-lifecycle","Tool Gate / Permission Gate","src/migrations/migrateBypassPermissionsAcceptedToSettings.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","tool-permission-lifecycle;source-truth-coding;model-cost-cache","5",".dsxu/trace/v24-c2-loop-real-acceptance/tool-permission-regression-2026-05-15T07-18-27-204Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"migrations/migrateEnableAllProjectMcpServersToSettings.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/migrations/migrateEnableAllProjectMcpServersToSettings.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"migrations/migrateFennecToOpus.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/migrateFennecToOpus.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"migrations/migrateLegacyOpusToCurrent.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/migrateLegacyOpusToCurrent.ts","yes","shared_utility_baseline_no_new_absorption","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"migrations/migrateOpusToOpus1m.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/migrateOpusToOpus1m.ts","no","shared_utility_reference_only_no_absorption","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_NOT_IMPORTED_TO_DSXU_NO_ABSORPTION","SIGNED_REFERENCE_ONLY_NOT_PRESENT","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"migrations/migrateReplBridgeEnabledToRemoteControlAtStartup.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/migrations/migrateReplBridgeEnabledToRemoteControlAtStartup.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","tool-permission-lifecycle;source-truth-coding;context-memory-recovery","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"migrations/migrateSonnet1mToSonnet45.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/migrateSonnet1mToSonnet45.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"migrations/migrateSonnet45ToSonnet46.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/migrateSonnet45ToSonnet46.ts","yes","shared_utility_baseline_no_new_absorption","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"migrations/resetAutoModeOptInForDefaultOffer.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/migrations/resetAutoModeOptInForDefaultOffer.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state;tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","do not claim as reference feature parity."
"migrations/resetProToOpusDefault.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/migrations/resetProToOpusDefault.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state;tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","do not claim as reference feature parity."
"moreright/useMoreRight.tsx","V20-OGR-06-ui-tui-visible-state","UI / TUI Visible Work-State","src/moreright/useMoreRight.tsx","yes","review_candidate_mapped_or_excluded","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery","5","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"native-ts/color-diff/index.ts","V20-OGR-10-entry-query-tool-composition","Entry / Query / Tool Composition","src/native-ts/color-diff/index.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5",".dsxu/trace/v24-c2-loop-real-acceptance/core-query-context-regression-2026-05-15T07-18-25-636Z.stdout.log;docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"native-ts/file-index/index.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/native-ts/file-index/index.ts","yes","shared_utility_baseline_no_new_absorption","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","do not claim as reference feature parity."
"native-ts/yoga-layout/enums.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/native-ts/yoga-layout/enums.ts","yes","shared_utility_baseline_no_new_absorption","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","do not claim as reference feature parity."
"native-ts/yoga-layout/index.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/native-ts/yoga-layout/index.ts","yes","shared_utility_baseline_no_new_absorption","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","no-loss baseline","shared utility is signed as baseline/no-new-absorption or reference-only no-loss; it must not be sold as a new product feature.","visible-work-state;tool-permission-lifecycle;source-truth-coding;model-cost-cache","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","do not claim as reference feature parity."
"outputStyles/loadOutputStylesDir.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/outputStyles/loadOutputStylesDir.ts","yes","review_candidate_mapped_or_excluded","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"plugins/builtinPlugins.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/plugins/builtinPlugins.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"plugins/bundled/index.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/plugins/bundled/index.ts","no","product_specific_adapt_or_exclude","P2","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","model-cost-cache;mcp-skill-ecosystem","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"projectOnboardingState.ts","V20-OGR-12-shared-platform-utilities","Shared Platform Utilities","src/projectOnboardingState.ts","yes","review_candidate_mapped_or_excluded","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"query.ts","V20-OGR-10-entry-query-tool-composition","Entry / Query / Tool Composition","src/query.ts","yes","product_specific_adapt_or_exclude","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5",".dsxu/trace/v24-c2-loop-real-acceptance/core-query-context-regression-2026-05-15T07-18-25-636Z.stdout.log;docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"query/config.ts","V20-OGR-10-entry-query-tool-composition","Entry / Query / Tool Composition","src/query/config.ts","yes","product_specific_adapt_or_exclude","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5",".dsxu/trace/v24-c2-loop-real-acceptance/core-query-context-regression-2026-05-15T07-18-25-636Z.stdout.log;docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"query/deps.ts","V20-OGR-10-entry-query-tool-composition","Entry / Query / Tool Composition","src/query/deps.ts","yes","review_candidate_mapped_or_excluded","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","5",".dsxu/trace/v24-c2-loop-real-acceptance/core-query-context-regression-2026-05-15T07-18-25-636Z.stdout.log;docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"query/stopHooks.ts","V20-OGR-06-ui-tui-visible-state","UI / TUI Visible Work-State","src/query/stopHooks.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"query/tokenBudget.ts","V20-OGR-07-provider-migration-model-cost","DeepSeek Model Router / Cost Evidence","src/query/tokenBudget.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json;.dsxu/trace/v24-live-dsxu","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"QueryEngine.ts","V20-OGR-10-entry-query-tool-composition","Entry / Query / Tool Composition","src/QueryEngine.ts","yes","product_specific_adapt_or_exclude","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5",".dsxu/trace/v24-c2-loop-real-acceptance/core-query-context-regression-2026-05-15T07-18-25-636Z.stdout.log;docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"remote/remotePermissionBridge.ts","V20-OGR-03-tool-permission-lifecycle","Tool Gate / Permission Gate","src/remote/remotePermissionBridge.ts","no","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5",".dsxu/trace/v24-c2-loop-real-acceptance/tool-permission-regression-2026-05-15T07-18-27-204Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"remote/RemoteSessionManager.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/remote/RemoteSessionManager.ts","no","product_specific_adapt_or_exclude","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"remote/sdkMessageAdapter.ts","V20-OGR-06-ui-tui-visible-state","UI / TUI Visible Work-State","src/remote/sdkMessageAdapter.ts","no","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"remote/SessionsWebSocket.ts","V20-OGR-04-mcp-skill-plugin-registry","MCP / Skill / Plugin Registry","src/remote/SessionsWebSocket.ts","no","product_specific_adapt_or_exclude","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","adapted/excluded","product-specific, branded, subscription, commercial, or reference-only behavior is excluded/adapted; only DSXU-owned generic mechanisms may be cited.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","4",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","do not claim as reference feature parity."
"replLauncher.tsx","V20-OGR-08-cli-command-transport","CLI / Command Transport","src/replLauncher.tsx","no","review_candidate_mapped_or_excluded","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;source-truth-coding;context-memory-recovery;model-cost-cache","4","docs/generated/DSXU_V24_LIVE_ACCEPTANCE_ROUTER_20260515.json;docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"schemas/hooks.ts","V20-OGR-06-ui-tui-visible-state","UI / TUI Visible Work-State","src/schemas/hooks.ts","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance","claim DSXU-owned generic mechanism only with owner/test/live evidence."
"screens/Doctor.tsx","V20-OGR-06-ui-tui-visible-state","UI / TUI Visible Work-State","src/screens/Doctor.tsx","yes","absorbed_into_dsxu_mainline","P3","CLAIMABLE_ONLY_WITH_EXISTING_OWNER_EVIDENCE","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","implemented+tested","named DSXU owner has behavior evidence, test evidence, and live/TUI/API evidence; this is DSXU implementation evidence, not reference parity.","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","5","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance","claim DSXU-owned generic mechanism only with owner/test/live evidence."
