"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/ink/measure-text.ts","48","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/node-cache.ts","55","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/optimizer.ts","94","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/output.ts","797","TUI / visible-state owner","cache-first-loop;context-recovery;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/parse-keypress.ts","801","TUI / visible-state owner","evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/reconciler.ts","520","TUI / visible-state owner","cache-first-loop;context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/render-border.ts","232","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/renderer.ts","179","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/render-node-to-output.ts","1453","TUI / visible-state owner","context-recovery;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/render-to-screen.ts","232","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/root.ts","185","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/screen.ts","1374","TUI / visible-state owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/searchHighlight.ts","94","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/selection.ts","918","TUI / visible-state owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/ink/squash-text-nodes.ts","93","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/stringWidth.ts","223","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/styles.ts","772","TUI / visible-state owner","parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/supports-hyperlinks.ts","58","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/tabstops.ts","47","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/terminal.ts","216","TUI / visible-state owner","context-recovery;evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/terminal-focus-state.ts","48","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/terminal-querier.ts","213","TUI / visible-state owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/termio.ts","43","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/termio/ansi.ts","89","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/termio/csi.ts","320","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/termio/dec.ts","61","TUI / visible-state owner","evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/termio/esc.ts","68","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/termio/osc.ts","453","TUI / visible-state owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/termio/parser.ts","395","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/termio/sgr.ts","309","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/termio/tokenize.ts","320","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/ink/termio/types.ts","237","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/ink/useTerminalNotification.ts","127","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/ink/warn.ts","10","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/widest-line.ts","20","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/wrapAnsi.ts","21","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/ink/wrap-text.ts","75","TUI / visible-state owner","context-recovery;tool-call-repair","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/interactiveHelpers.tsx","366","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/keybindings/defaultBindings.ts","336","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/keybindings/KeybindingContext.tsx","243","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/keybindings/KeybindingProviderSetup.tsx","308","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/keybindings/loadUserBindings.ts","483","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/keybindings/match.ts","121","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/parser.ts","204","Baseline product/runtime support owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/keybindings/reservedShortcuts.ts","128","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/keybindings/resolver.ts","245","Baseline product/runtime support owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/keybindings/schema.ts","237","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/shortcutFormat.ts","64","Baseline product/runtime support owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/template.ts","53","Baseline product/runtime support owner","context-recovery;evidence-release-claim","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/useKeybinding.ts","180","Baseline product/runtime support owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/useShortcutDisplay.ts","60","Baseline product/runtime support owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/keybindings/validate.ts","499","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/localRecoveryCli.ts","364","Archived boundary / replace-delete review owner","context-recovery;deepseek-route-cost-control;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/local-work/core/task/entities/task.entity.ts","185","Baseline product/runtime support owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/local-work/core/task/services/task-engine.service.ts","386","Baseline product/runtime support owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/local-work/infrastructure/config/config.service.ts","463","Baseline product/runtime support owner","context-recovery;deepseek-route-cost-control;tool-call-repair","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/main.tsx","4834","Query loop / entrypoint owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/memdir/findRelevantMemories.ts","142","Baseline product/runtime support owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/memdir.ts","578","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;tool-call-repair","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/memoryAge.ts","54","Baseline product/runtime support owner","evidence-release-claim","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/memdir/memoryScan.ts","95","Baseline product/runtime support owner","evidence-release-claim;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/memoryTypes.ts","296","Baseline product/runtime support owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/paths.ts","270","Baseline product/runtime support owner","mcp-skill-agent-envelope;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/teamMemPaths.ts","293","Baseline product/runtime support owner","context-recovery;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/memdir/teamMemPrompts.ts","101","Baseline product/runtime support owner","context-recovery;tool-call-repair","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/migrations/migrateAutoUpdatesToSettings.ts","62","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/migrations/migrateBypassPermissionsAcceptedToSettings.ts","41","Baseline product/runtime support owner","permission-tool-gate","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/migrations/migrateEnableAllProjectMcpServersToSettings.ts","119","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/migrations/migrateFennecToOpus.ts","62","Baseline product/runtime support owner","deepseek-route-cost-control;evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","brand-or-reference-surface-review;pro-admission-boundary-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/migrations/migrateLegacyOpusToCurrent.ts","77","Archived boundary / replace-delete review owner","deepseek-route-cost-control;evidence-release-claim;visible-work-state","review-replace-delete-or-archived-boundary","brand-or-reference-surface-review","?? owner/Git review??????? runtime ? README ???"
"src/migrations/migrateReplBridgeEnabledToRemoteControlAtStartup.ts","23","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/migrations/migrateSonnet1mToSonnet45.ts","52","Baseline product/runtime support owner","context-recovery","implemented-or-integrated-mainline","brand-or-reference-surface-review","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/migrations/migrateSonnet45ToSonnet46.ts","71","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","brand-or-reference-surface-review","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/migrations/providerMigrationModelMigrations.ts","44","Archived boundary / replace-delete review owner","context-recovery;evidence-release-claim","review-replace-delete-or-archived-boundary","brand-or-reference-surface-review","?? owner/Git review??????? runtime ? README ???"
"src/migrations/resetAutoModeOptInForDefaultOffer.ts","52","Baseline product/runtime support owner","permission-tool-gate","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/migrations/resetProToOpusDefault.ts","55","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","brand-or-reference-surface-review;pro-admission-boundary-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/moreright/useMoreRight.tsx","26","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/native-ts/color-diff/index.ts","1003","Baseline product/runtime support owner","mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/native-ts/file-index/index.ts","371","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/native-ts/yoga-layout/enums.ts","135","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/native-ts/yoga-layout/index.ts","2428","Baseline product/runtime support owner","cache-first-loop;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/outputStyles/loadOutputStylesDir.ts","100","Baseline product/runtime support owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/plugins/builtinPlugins.ts","174","MCP / Skill / Plugin registry owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;tool-call-repair","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/projectOnboardingState.ts","88","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/query.ts","4948","Query loop / entrypoint owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/query/config.ts","72","Baseline product/runtime support owner","context-recovery;deepseek-route-cost-control","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/query/deps.ts","41","Baseline product/runtime support owner","cache-first-loop;context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/query/stopHooks.ts","446","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/query/tokenBudget.ts","94","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/QueryEngine.ts","1302","Query loop / entrypoint owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/schemas/hooks.ts","223","Baseline product/runtime support owner","deepseek-route-cost-control;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/screens/Doctor.tsx","574","TUI / visible-state owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/screens/REPL.tsx","5740","TUI / visible-state owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/screens/ResumeConversation.tsx","399","TUI / visible-state owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/server/directConnectManager.ts","229","Baseline product/runtime support owner","evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/server/types.ts","58","Baseline product/runtime support owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/__tests__/sampling-policy.test.ts","262","Shared runtime utility owner","context-recovery;deepseek-route-cost-control;tool-call-repair;visible-work-state","test-or-evidence-support","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/__tests__/swe-bench.test.ts","117","Evidence / benchmark owner","deepseek-route-cost-control;evidence-release-claim","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/AgentSummary/agentSummary.ts","180","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/analytics/config.ts","39","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/analytics/datadog.ts","309","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/analytics/featureFlags.ts","1058","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/analytics/firstPartyEventLogger.ts","450","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/analytics/firstPartyEventLoggingExporter.ts","818","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/services/analytics/index.ts","174","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/analytics/metadata.ts","990","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/analytics/sink.ts","115","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/analytics/sinkKillswitch.ts","26","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/adminRequests.ts","135","DeepSeek route / cost / cache owner","permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/bootstrap.ts","163","DeepSeek route / cost / cache owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/client.ts","396","DeepSeek route / cost / cache owner","deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/deepseek-adapter.ts","1050","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","shell-side-effect-gate-check","???? Tool Gate / Permission Gate???? visible-state?"
"src/services/api/deepseek-adapter-cache-prefix-v1.test.ts","136","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;tool-call-repair;visible-work-state","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/deepseek-fim.ts","70","DeepSeek route / cost / cache owner","deepseek-route-cost-control;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/deepseek-trajectory-store.test.ts","172","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;tool-call-repair;visible-work-state","test-or-evidence-support","none-static","??????????????? claim ????? evidence?"
"src/services/api/deepseek-trajectory-store.ts","209","DeepSeek route / cost / cache owner","context-recovery;deepseek-route-cost-control;tool-call-repair","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/dsxu.ts","8","DeepSeek route / cost / cache owner","deepseek-route-cost-control","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/dsxu-model.ts","18","DeepSeek route / cost / cache owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/services/api/dsxuTransport.ts","3486","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","brand-or-reference-surface-review","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/services/api/dumpPrompts.ts","252","DeepSeek route / cost / cache owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/emptyUsage.ts","23","DeepSeek route / cost / cache owner","cache-first-loop;parallel-safe-dispatch","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/api/errors.ts","1191","DeepSeek route / cost / cache owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/errorUtils.ts","261","DeepSeek route / cost / cache owner","context-recovery;evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/filesApi.ts","685","DeepSeek route / cost / cache owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/firstTokenDate.ts","63","DeepSeek route / cost / cache owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/grove.ts","381","DeepSeek route / cost / cache owner","context-recovery;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/api/logging.ts","798","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/metricsOptOut.ts","156","DeepSeek route / cost / cache owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/overageCreditGrant.ts","148","DeepSeek route / cost / cache owner","evidence-release-claim;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
