"statusCode","path","ownerPacket","reviewState","recommendedAction","source"
"M","src/hooks/notifs/useSettingsErrors.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/notifs/useStartupNotification.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/renderPlaceholder.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/toolPermission/handlers/coordinatorHandler.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/toolPermission/handlers/interactiveHandler.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/toolPermission/handlers/swarmWorkerHandler.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/toolPermission/PermissionContext.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/toolPermission/permissionLogging.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/unifiedSuggestions.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useAfterFirstRender.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useApiKeyVerification.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useArrowKeyHistory.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useAssistantHistory.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useAwaySummary.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useBlink.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useCancelRequest.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useCanUseTool.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useChromeExtensionNotification.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useClipboardImageHint.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useCommandKeybindings.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useCommandQueue.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useCopyOnSelect.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDiffData.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDiffInIDE.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDirectConnect.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDoublePress.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDsxuCodeHintRecommendation.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useDynamicConfig.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useElapsedTime.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useExitOnCtrlCD.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useExitOnCtrlCDWithKeybindings.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useFileHistorySnapshotInit.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useGlobalKeybindings.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useHistorySearch.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIdeAtMentioned.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIdeConnectionStatus.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIDEIntegration.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIdeLogging.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIdeSelection.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useInboxPoller.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useInputBuffer.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useIssueFlagBanner.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMainLoopModel.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMemoryUsage.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMergedClients.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMergedCommands.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMergedTools.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useMinDisplayTime.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useNotifyAfterTimeout.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useOfficialMarketplaceNotification.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/usePasteHandler.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/usePromptSuggestion.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/usePrStatus.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useQueueProcessor.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useRemoteSession.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSearchInput.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSessionBackgrounding.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSettings.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSettingsChange.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSSHSession.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSwarmInitialization.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useSwarmPermissionPoller.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useTerminalSize.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useTextInput.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useTimeout.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useTurnDiffs.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useTypeahead.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useUpdateNotification.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useVimInput.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useVirtualScroll.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useVoice.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useVoiceEnabled.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/hooks/useVoiceIntegration.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/Ansi.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/bidi.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/clearTerminal.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/colorize.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/AlternateScreen.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/App.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/AppContext.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Box.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Button.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/ClockContext.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/CursorDeclarationContext.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/ErrorOverview.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Link.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Newline.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/NoSelect.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/RawAnsi.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/ScrollBox.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Spacer.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/StdinContext.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/TerminalFocusContext.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/TerminalSizeContext.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/components/Text.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/constants.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/dom.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/click-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/dispatcher.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/emitter.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/event-handlers.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/focus-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/input-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/keyboard-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/terminal-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/events/terminal-focus-event.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/focus.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/frame.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/get-max-width.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hit-test.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-animation-frame.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-app.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-declared-cursor.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-input.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-interval.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-search-highlight.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-selection.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-stdin.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-tab-status.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-terminal-focus.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-terminal-title.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/hooks/use-terminal-viewport.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/ink.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/instances.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/layout/engine.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/layout/geometry.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/layout/node.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/layout/yoga.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/line-width-cache.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/log-update.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/measure-element.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/measure-text.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/node-cache.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/optimizer.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/output.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/parse-keypress.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/reconciler.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/render-border.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/renderer.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/render-node-to-output.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/render-to-screen.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/root.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/screen.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/searchHighlight.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/selection.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/squash-text-nodes.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/stringWidth.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/styles.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/supports-hyperlinks.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/tabstops.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/terminal.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/terminal-focus-state.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/terminal-querier.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/csi.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/dec.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/esc.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/osc.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/sgr.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/tokenize.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/termio/types.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/useTerminalNotification.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/warn.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/widest-line.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/wrapAnsi.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/ink/wrap-text.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/keybindings/defaultBindings.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/KeybindingContext.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/loadUserBindings.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/match.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/parser.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/reservedShortcuts.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/resolver.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/schema.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/shortcutFormat.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/template.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/useKeybinding.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/useShortcutDisplay.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/keybindings/validate.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/moreright/useMoreRight.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
"M","src/screens/Doctor.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/screens/REPL.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/screens/ResumeConversation.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register"
"M","src/services/voice.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register;owner-remap-20260515"
"M","src/services/voiceKeyterms.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register;owner-remap-20260515"
"M","src/services/voiceStreamSTT.ts","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","previous-register;owner-remap-20260515"
"M","src/state/AppState.tsx","V20-OGR-06-ui-tui-visible-state","owner-review-required","prove-ui-tui-is-visible-state-projection-only","ogr13-remap"
