path,kind,capability,primaryLabel,labels,defaultMainline,appRuntime,cliScript,testContract,docEvidence,experiment,frozen,historicalResidue,importedByCount,referencedByScriptsCount,referencedByTestsCount,referencedByDocsCount,recommendation,reasons
src/dsxu/integration/harness/v10-model-gateway-v1-harness.ts,source,provider-model-cost-cache,cli-script,cli-script; historical-residue,false,false,true,false,false,false,false,true,0,1,0,8,历史/吸收/兼容残留；建议归档或加 owner 注释，避免被误认为当前能力。,script path or referenced by package/script evidence; versioned/reference/absorption/legacy naming signal
src/dsxu/integration/harness/verify-failure-harness.ts,source,verification-quality-gates,cli-script,cli-script,false,false,true,false,false,false,false,false,0,1,0,2,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,script path or referenced by package/script evidence
src/dsxu/integration/harness/wsl-workspace-health-v1-harness.ts,source,core-or-unclear,historical-residue,historical-residue,false,false,false,false,false,false,false,true,1,0,0,4,历史/吸收/兼容残留；建议归档或加 owner 注释，避免被误认为当前能力。,versioned/reference/absorption/legacy naming signal
src/dsxu/integration/index.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,1,0,0,5,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/legacy/testing/legacyProviderMockRateLimits.ts,source,provider-model-cost-cache,experiment,experiment; historical-residue,false,false,false,false,false,true,false,true,0,0,0,14,历史/吸收/兼容残留；建议归档或加 owner 注释，避免被误认为当前能力。,experimental/eval/proof/smoke naming signal; versioned/reference/absorption/legacy naming signal
src/dsxu/msa/__tests__/embedding-ollama.test.ts,test,test-contract,test-contract,test-contract,false,false,false,true,false,false,false,false,0,0,0,2,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,test path or referenced by tests
src/dsxu/msa/__tests__/msa.test.ts,test,test-contract,test-contract,test-contract,false,false,false,true,false,false,false,false,0,0,0,2,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,test path or referenced by tests
src/dsxu/msa/embedding-ollama.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,3,0,0,7,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/msa/index.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,1,0,0,7,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/msa/l3-archive.ts,source,core-or-unclear,historical-residue,historical-residue,false,false,false,false,false,false,false,true,2,0,0,5,历史/吸收/兼容残留；建议归档或加 owner 注释，避免被误认为当前能力。,versioned/reference/absorption/legacy naming signal
src/dsxu/network/dsxuRelayProxy.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,1,0,0,6,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/network/index.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,3,0,0,6,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/network/proxyEnv.ts,source,configuration,unclassified,,false,false,false,false,false,false,false,false,1,0,0,6,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/network/relayPolicy.ts,source,permission-safety,unclassified,,false,false,false,false,false,false,false,false,3,0,0,6,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/dsxu/tuning/__tests__/tuning.test.ts,test,test-contract,test-contract,test-contract,false,false,false,true,false,false,false,false,0,0,0,2,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,test path or referenced by tests
src/dsxu/tuning/index.ts,source,core-or-unclear,unclassified,,false,false,false,false,false,false,false,false,1,0,0,5,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,
src/entrypoints/agentSdkTypes.ts,source,agent-task-orchestration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,46,0,0,7,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/cli.tsx,source,core-or-unclear,app-runtime,app-runtime; cli-script; test-contract,false,true,true,true,false,false,false,false,1,1,7,9,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,reachable from app runtime roots; script path or referenced by package/script evidence; test path or referenced by tests
src/entrypoints/dsxu-code.tsx,source,core-or-unclear,app-runtime,app-runtime; cli-script; test-contract,false,true,true,true,false,false,false,false,0,13,2,28,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,reachable from app runtime roots; script path or referenced by package/script evidence; test path or referenced by tests
src/entrypoints/init.ts,source,core-or-unclear,app-runtime,app-runtime; test-contract,false,true,false,true,false,false,false,false,2,0,6,5,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,reachable from app runtime roots; test path or referenced by tests
src/entrypoints/mcp.ts,source,mcp-skill-workflow,app-runtime,app-runtime,false,true,false,false,false,false,false,false,1,0,0,3,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,reachable from app runtime roots
src/entrypoints/replLauncher.tsx,source,query-loop-default-runtime,app-runtime,app-runtime,false,true,false,false,false,false,false,false,1,0,0,6,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,reachable from app runtime roots
src/entrypoints/sandboxTypes.ts,source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/controlSchemas.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/coreSchemas.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/coreTypes.generated.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,2,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/coreTypes.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/runtimeTypes.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,2,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/settingsTypes.generated.ts,source,configuration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,2,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/entrypoints/sdk/toolTypes.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,2,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/history.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,11,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/__tests__/useVirtualScroll-resize.test.ts,test,test-contract,test-contract,test-contract,false,false,false,true,false,false,false,false,0,0,0,6,保留为测试合同；若声称产品能力，必须补默认链可达性证据。,test path or referenced by tests
src/hooks/fileSuggestions.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useAutoModeUnavailableNotification.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useCanSwitchToExistingSubscription.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useDeprecationWarningNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useFastModeNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useIDEStatusIndicator.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useInstallMessages.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useLspInitializationNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useMcpConnectivityStatus.tsx,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useModelMigrationNotifications.tsx,source,provider-model-cost-cache,default-mainline,default-mainline; historical-residue,true,true,false,false,false,false,false,true,2,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; versioned/reference/absorption/legacy naming signal
src/hooks/notifs/useNpmDeprecationNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/usePluginAutoupdateNotification.tsx,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/usePluginInstallationStatus.tsx,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useRateLimitWarningNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useSettingsErrors.tsx,source,configuration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useStartupNotification.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,6,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/notifs/useTeammateShutdownNotification.ts,source,agent-task-orchestration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/renderPlaceholder.ts,source,core-or-unclear,default-mainline,default-mainline; historical-residue,true,true,false,false,false,false,false,true,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; versioned/reference/absorption/legacy naming signal
src/hooks/toolPermission/PermissionContext.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,5,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/toolPermission/handlers/coordinatorHandler.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/toolPermission/handlers/interactiveHandler.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/toolPermission/handlers/swarmWorkerHandler.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/toolPermission/permissionLogging.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/unifiedSuggestions.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useAfterFirstRender.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useApiKeyVerification.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,4,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useArrowKeyHistory.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useAssistantHistory.ts,source,core-or-unclear,default-mainline,default-mainline; historical-residue,true,true,false,false,false,false,false,true,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; versioned/reference/absorption/legacy naming signal
src/hooks/useAwaySummary.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useBackgroundTaskNavigation.ts,source,agent-task-orchestration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useBlink.ts,source,tui-visible-state,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useCanUseTool.tsx,source,tool-system,default-mainline,default-mainline; cli-script,true,true,true,false,false,false,false,false,26,3,0,11,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; script path or referenced by package/script evidence
src/hooks/useCancelRequest.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useChromeExtensionNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useClipboardImageHint.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useCommandKeybindings.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useCommandQueue.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,5,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useCopyOnSelect.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDeferredHookMessages.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDiffData.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDiffInIDE.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDirectConnect.ts,source,core-or-unclear,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/hooks/useDoublePress.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,4,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDsxuCodeHintRecommendation.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useDynamicConfig.ts,source,configuration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useElapsedTime.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,5,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useExitOnCtrlCD.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useExitOnCtrlCDWithKeybindings.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,28,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useFileHistorySnapshotInit.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useGlobalKeybindings.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useHistorySearch.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIDEIntegration.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIdeAtMentioned.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIdeConnectionStatus.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIdeLogging.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIdeSelection.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,9,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useInboxPoller.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useInputBuffer.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useIssueFlagBanner.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useLogMessages.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useLspPluginRecommendation.tsx,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMailboxBridge.ts,source,remote-bridge-transport,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMainLoopModel.ts,source,provider-model-cost-cache,default-mainline,default-mainline,true,true,false,false,false,false,false,false,9,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useManagePlugins.ts,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMemoryUsage.ts,source,context-memory-compact,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMergedClients.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMergedCommands.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMergedTools.ts,source,tool-system,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useMinDisplayTime.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useNotifyAfterTimeout.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/useOfficialMarketplaceNotification.tsx,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/usePasteHandler.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/usePluginRecommendationBase.tsx,source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/usePrStatus.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/usePromptSuggestion.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/hooks/usePromptsFromDsxuBrowserProvider.tsx,source,provider-model-cost-cache,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/hooks/useQueueProcessor.ts,source,core-or-unclear,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
