"relative_path","top_dir","ext","bytes","lines","imports","exports","symbol_signal_count","owner_family","primary_experience_signal","experience_signal_categories","telemetry_data_hits","memory_context_hits","ui_interaction_hits","tool_runtime_hits","permission_safety_hits","recovery_remote_hits","coding_workflow_hits","provider_model_hits","plugin_mcp_skill_hits","contains_inline_sourcemap","dsxu_v20_action"
"ink/components/StdinContext.ts","ink",".ts","1678","50","3","2","1","model_cost_context","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","0","11","10","7","6","0","7","0","0","no","absorb_into_dsxu_mainline"
"ink/components/TerminalFocusContext.tsx","ink",".tsx","5955","52","3","4","5","model_cost_context","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","12","8","2","2","0","2","3","0","yes","absorb_into_dsxu_mainline"
"ink/components/TerminalSizeContext.tsx","ink",".tsx","983","7","1","2","1","model_cost_context","memory_context","memory_context;ui_interaction","0","4","2","0","0","0","0","0","0","yes","absorb_into_dsxu_mainline"
"ink/components/Text.tsx","ink",".tsx","16811","254","4","2","7","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","0","17","8","8","8","8","0","0","yes","absorb_into_dsxu_mainline"
"ink/constants.ts","ink",".ts","107","3","0","1","1","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/dom.ts","ink",".ts","15126","485","10","20","35","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","0","67","8","3","1","12","11","0","no","adapt_or_exclude_product_specific"
"ink/events/click-event.ts","ink",".ts","1332","39","1","1","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow","0","0","5","3","3","0","3","0","0","no","absorb_into_dsxu_mainline"
"ink/events/dispatcher.ts","ink",".ts","6004","234","4","1","10","experience_ui","coding_workflow","ui_interaction;tool_runtime;recovery_remote;coding_workflow","0","0","2","2","0","2","2","0","0","no","absorb_into_dsxu_mainline"
"ink/events/emitter.ts","ink",".ts","1125","40","2","1","3","experience_ui","coding_workflow","ui_interaction;permission_safety;coding_workflow","0","0","3","0","1","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/events/event.ts","ink",".ts","250","12","0","1","1","experience_ui","ui_interaction","ui_interaction","0","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/events/event-handlers.ts","ink",".ts","2202","74","5","3","1","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/events/focus-event.ts","ink",".ts","687","22","1","1","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","0","3","1","1","1","1","0","0","no","absorb_into_dsxu_mainline"
"ink/events/input-event.ts","ink",".ts","7306","206","2","2","3","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","2","3","47","5","6","1","10","0","0","no","absorb_into_dsxu_mainline"
"ink/events/keyboard-event.ts","ink",".ts","1765","52","2","1","4","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","0","1","6","6","1","7","0","0","no","absorb_into_dsxu_mainline"
"ink/events/terminal-event.ts","ink",".ts","2526","108","1","2","2","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","0","2","4","4","5","4","1","0","no","absorb_into_dsxu_mainline"
"ink/events/terminal-focus-event.ts","ink",".ts","512","20","1","2","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow","0","0","1","1","1","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/focus.ts","ink",".ts","5142","182","2","3","15","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/frame.ts","ink",".ts","4209","125","4","7","5","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","0","35","7","5","0","12","4","0","no","absorb_into_dsxu_mainline"
"ink/get-max-width.ts","ink",".ts","1149","28","1","1","1","experience_ui","ui_interaction","ui_interaction","0","0","4","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hit-test.ts","ink",".ts","4228","131","4","3","13","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","7","1","0","0","8","6","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-animation-frame.ts","ink",".ts","1933","58","4","1","7","experience_ui","memory_context","memory_context;ui_interaction;recovery_remote","0","6","4","0","0","1","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-app.ts","ink",".ts","251","9","2","1","1","experience_ui","memory_context","memory_context;ui_interaction","0","5","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-declared-cursor.ts","ink",".ts","2996","74","3","1","5","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","0","5","21","6","0","1","6","1","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-input.ts","ink",".ts","3107","93","4","1","3","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","0","2","32","2","1","0","3","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-interval.ts","ink",".ts","1796","68","2","2","11","experience_ui","memory_context","memory_context;ui_interaction","0","7","3","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-search-highlight.ts","ink",".ts","2158","54","5","1","2","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","6","21","1","0","0","7","1","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-selection.ts","ink",".ts","4421","105","4","2","6","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","0","8","84","3","1","0","3","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-stdin.ts","ink",".ts","232","9","2","1","1","experience_ui","memory_context","memory_context;ui_interaction","0","5","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-tab-status.ts","ink",".ts","2175","73","4","2","4","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","1","6","32","8","1","0","36","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-terminal-focus.ts","ink",".ts","556","17","2","1","1","experience_ui","memory_context","memory_context;ui_interaction","0","5","4","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-terminal-title.ts","ink",".ts","1020","32","4","1","3","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow","0","4","3","7","0","0","7","0","0","no","absorb_into_dsxu_mainline"
"ink/hooks/use-terminal-viewport.ts","ink",".ts","3977","97","3","1","16","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow","0","5","19","1","0","0","3","0","0","no","absorb_into_dsxu_mainline"
"ink/ink.tsx","ink",".tsx","251886","1723","40","3","101","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","6","23","654","152","32","41","232","32","8","yes","adapt_or_exclude_product_specific"
"ink/instances.ts","ink",".ts","410","11","1","1","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow","0","0","8","1","0","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/layout/engine.ts","ink",".ts","177","7","2","1","1","experience_ui","ui_interaction","ui_interaction","0","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/layout/geometry.ts","ink",".ts","2471","98","0","15","18","experience_ui","ui_interaction","ui_interaction","0","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/layout/node.ts","ink",".ts","4346","153","0","22","10","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow","0","0","11","1","0","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/layout/yoga.ts","ink",".ts","7400","309","2","2","4","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","0","1","18","1","1","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/line-width-cache.ts","ink",".ts","734","25","1","1","5","experience_ui","coding_workflow","telemetry_data;ui_interaction;coding_workflow;provider_model","1","0","1","0","0","0","1","13","0","no","absorb_into_dsxu_mainline"
"ink/log-update.ts","ink",".ts","27210","774","7","1","68","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","1","1","231","19","10","3","79","1","0","no","absorb_into_dsxu_mainline"
"ink/measure-element.ts","ink",".ts","419","24","1","1","1","experience_ui","ui_interaction","ui_interaction","0","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/measure-text.ts","ink",".ts","1138","48","1","1","7","experience_ui","ui_interaction","ui_interaction;provider_model","0","0","1","0","0","0","0","1","0","no","absorb_into_dsxu_mainline"
"ink/node-cache.ts","ink",".ts","1654","55","2","5","7","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","6","2","0","0","2","5","0","no","absorb_into_dsxu_mainline"
"ink/optimizer.ts","ink",".ts","2588","94","1","1","6","experience_ui","coding_workflow","ui_interaction;recovery_remote;coding_workflow","0","0","5","0","0","2","12","0","0","no","absorb_into_dsxu_mainline"
"ink/output.ts","ink",".ts","26183","798","9","3","65","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","13","3","126","37","3","1","44","19","0","no","absorb_into_dsxu_mainline"
"ink/parse-keypress.ts","ink",".ts","23458","802","3","10","43","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","36","1","45","4","5","0","15","0","0","no","absorb_into_dsxu_mainline"
"ink/reconciler.ts","ink",".ts","14594","513","10","9","44","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","0","19","38","15","0","7","16","3","0","no","absorb_into_dsxu_mainline"
"ink/render-border.ts","ink",".ts","6642","232","7","4","29","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow","0","0","5","4","0","0","4","0","0","no","absorb_into_dsxu_mainline"
"ink/renderer.ts","ink",".ts","7665","179","7","3","15","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","1","1","83","3","1","0","6","3","0","no","absorb_into_dsxu_mainline"
"ink/render-node-to-output.ts","ink",".ts","63281","1463","15","11","194","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","3","3","208","43","7","36","56","98","0","no","absorb_into_dsxu_mainline"
"ink/render-to-screen.ts","ink",".ts","8570","232","10","4","39","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","1","2","84","2","1","2","9","2","0","no","absorb_into_dsxu_mainline"
"ink/root.ts","ink",".ts","4600","185","6","6","9","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","0","1","58","12","0","2","10","1","0","no","absorb_into_dsxu_mainline"
"ink/screen.ts","ink",".ts","49323","1487","4","27","206","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","1","10","320","10","3","6","66","22","0","no","adapt_or_exclude_product_specific"
"ink/searchHighlight.ts","ink",".ts","3325","94","1","1","22","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow","0","0","24","3","1","0","10","0","0","no","absorb_into_dsxu_mainline"
"ink/selection.ts","ink",".ts","34933","918","3","21","127","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","8","4","251","15","0","1","25","2","0","no","absorb_into_dsxu_mainline"
"ink/squash-text-nodes.ts","ink",".ts","2293","93","2","3","4","experience_ui","permission_safety","ui_interaction;permission_safety","0","0","16","0","1","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/stringWidth.ts","ink",".ts","7156","223","4","1","18","experience_ui","coding_workflow","memory_context;ui_interaction;permission_safety;coding_workflow","0","1","8","0","1","0","2","0","0","no","absorb_into_dsxu_mainline"
"ink/styles.ts","ink",".ts","20889","772","2","8","14","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","0","34","70","68","7","74","0","0","no","absorb_into_dsxu_mainline"
"ink/supports-hyperlinks.ts","ink",".ts","1596","58","1","2","7","experience_ui","coding_workflow","ui_interaction;coding_workflow","0","0","16","0","0","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/tabstops.ts","ink",".ts","1113","47","2","1","8","experience_ui","telemetry_data","telemetry_data;ui_interaction","13","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/terminal.ts","ink",".ts","8190","249","9","10","16","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","1","5","17","8","2","1","13","1","1","no","adapt_or_exclude_product_specific"
"ink/terminal-focus-state.ts","ink",".ts","1305","48","0","6","5","experience_ui","ui_interaction","ui_interaction;provider_model","0","0","1","0","0","0","0","1","0","no","absorb_into_dsxu_mainline"
"ink/terminal-querier.ts","ink",".ts","7843","213","3","9","11","experience_ui","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","1","0","5","6","2","13","9","0","0","no","absorb_into_dsxu_mainline"
"ink/termio.ts","ink",".ts","1036","43","0","3","2","experience_ui","telemetry_data","telemetry_data;ui_interaction","2","0","3","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/ansi.ts","ink",".ts","1490","76","0","7","7","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/csi.ts","ink",".ts","8677","320","1","44","47","experience_ui","coding_workflow","ui_interaction;coding_workflow","0","0","25","0","0","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/dec.ts","ink",".ts","1935","61","1","15","15","experience_ui","coding_workflow","ui_interaction;coding_workflow","0","0","8","0","0","0","1","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/esc.ts","ink",".ts","1444","68","1","1","2","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/osc.ts","ink",".ts","16842","494","5","21","48","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","2","75","11","15","4","46","5","0","no","adapt_or_exclude_product_specific"
"ink/termio/parser.ts","ink",".ts","11546","395","10","1","32","experience_ui","telemetry_data","telemetry_data;ui_interaction","25","0","21","0","0","0","0","0","0","no","adapt_or_exclude_product_specific"
"ink/termio/sgr.ts","ink",".ts","6400","309","2","1","21","experience_ui","ui_interaction","ui_interaction","0","0","4","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/tokenize.ts","ink",".ts","9284","320","2","3","18","model_cost_context","permission_safety","telemetry_data;ui_interaction;permission_safety;recovery_remote","38","0","16","0","2","1","0","0","0","no","absorb_into_dsxu_mainline"
"ink/termio/types.ts","ink",".ts","7076","237","0","18","3","experience_ui","coding_workflow","ui_interaction;coding_workflow","0","0","20","0","0","0","6","0","0","no","adapt_or_exclude_product_specific"
"ink/useTerminalNotification.ts","ink",".ts","3857","127","4","4","11","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","7","43","25","0","0","25","3","0","no","absorb_into_dsxu_mainline"
"ink/warn.ts","ink",".ts","295","10","1","1","1","experience_ui","ui_interaction","ui_interaction","0","0","1","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/widest-line.ts","ink",".ts","434","20","1","1","5","experience_ui","ui_interaction","ui_interaction;provider_model","0","0","1","0","0","0","0","1","0","no","absorb_into_dsxu_mainline"
"ink/wrapAnsi.ts","ink",".ts","383","21","1","1","1","experience_ui","ui_interaction","ui_interaction","0","0","2","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"ink/wrap-text.ts","ink",".ts","1806","75","4","1","4","experience_ui","ui_interaction","ui_interaction;recovery_remote","0","0","1","0","0","1","0","0","0","no","absorb_into_dsxu_mainline"
"interactiveHelpers.tsx","<root>",".tsx","57424","366","31","8","24","unclassified_support","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","32","43","124","14","91","1","23","55","63","yes","adapt_or_exclude_product_specific"
"keybindings/defaultBindings.ts","keybindings",".ts","11635","341","5","1","3","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","2","33","127","15","8","8","39","8","5","no","absorb_into_dsxu_mainline"
"keybindings/KeybindingContext.tsx","keybindings",".tsx","26000","243","5","4","16","model_cost_context","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","0","85","67","3","1","0","3","9","20","yes","absorb_into_dsxu_mainline"
"keybindings/KeybindingProviderSetup.tsx","keybindings",".tsx","41452","308","13","1","22","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","1","42","99","2","0","26","6","13","15","yes","adapt_or_exclude_product_specific"
"keybindings/loadUserBindings.ts","keybindings",".ts","14551","473","16","11","41","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","7","4","110","6","4","0","9","50","1","no","adapt_or_exclude_product_specific"
"keybindings/match.ts","keybindings",".ts","3797","121","2","3","7","experience_ui","ui_interaction","ui_interaction","0","0","37","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"keybindings/parser.ts","keybindings",".ts","4972","204","1","7","11","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow","0","2","32","3","0","0","3","0","0","no","absorb_into_dsxu_mainline"
"keybindings/reservedShortcuts.ts","keybindings",".ts","3610","128","1","6","7","experience_ui","ui_interaction","ui_interaction;provider_model","0","0","20","0","0","0","0","1","0","no","absorb_into_dsxu_mainline"
"keybindings/resolver.ts","keybindings",".ts","7087","245","4","6","20","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow","1","23","27","1","0","5","14","0","0","no","absorb_into_dsxu_mainline"
"keybindings/schema.ts","keybindings",".ts","6269","237","2","6","4","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","27","90","13","3","5","31","9","6","no","absorb_into_dsxu_mainline"
"keybindings/shortcutFormat.ts","keybindings",".ts","2575","64","4","1","6","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","8","13","24","3","2","0","3","0","0","no","absorb_into_dsxu_mainline"
"keybindings/template.ts","keybindings",".ts","1721","53","4","1","4","experience_ui","coding_workflow","memory_context;ui_interaction;coding_workflow;provider_model","0","2","15","0","0","0","1","3","0","no","absorb_into_dsxu_mainline"
"keybindings/useKeybinding.ts","keybindings",".ts","6862","197","5","2","11","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","70","67","10","2","6","12","0","0","no","absorb_into_dsxu_mainline"
"keybindings/useShortcutDisplay.ts","keybindings",".ts","2510","60","4","1","7","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow","10","18","29","2","2","0","2","0","0","no","absorb_into_dsxu_mainline"
"keybindings/validate.ts","keybindings",".ts","13667","499","4","9","41","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","1","76","87","3","3","0","7","1","1","no","absorb_into_dsxu_mainline"
"main.tsx","<root>",".tsx","803924","4684","164","2","316","unclassified_support","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","210","645","454","439","427","372","410","518","695","yes","adapt_or_exclude_product_specific"
"memdir/findRelevantMemories.ts","memdir",".ts","5305","142","7","2","11","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","6","26","26","23","3","3","10","13","1","no","absorb_into_dsxu_mainline"
"memdir/memdir.ts","memdir",".ts","21174","508","16","12","48","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","18","163","11","67","7","0","93","23","2","no","adapt_or_exclude_product_specific"
"memdir/memoryAge.ts","memdir",".ts","1931","54","0","4","7","model_cost_context","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","11","3","4","0","0","3","1","0","no","absorb_into_dsxu_mainline"
"memdir/memoryScan.ts","memdir",".ts","3105","95","5","3","10","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","1","25","2","10","0","1","11","1","0","no","absorb_into_dsxu_mainline"
"memdir/memoryTypes.ts","memdir",".ts","22866","272","0","10","3","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","21","130","6","32","18","0","59","11","5","no","absorb_into_dsxu_mainline"
"memdir/paths.ts","memdir",".ts","10668","279","9","8","24","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","2","78","4","12","20","9","24","26","3","no","adapt_or_exclude_product_specific"
"memdir/teamMemPaths.ts","memdir",".ts","11691","293","5","8","24","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","1","37","34","7","13","2","6","2","1","no","adapt_or_exclude_product_specific"
"memdir/teamMemPrompts.ts","memdir",".ts","5998","101","4","1","5","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","1","45","1","10","2","0","13","1","0","no","absorb_into_dsxu_mainline"
"migrations/migrateAutoUpdatesToSettings.ts","migrations",".ts","1953","62","4","1","3","support_util","coding_workflow","telemetry_data;tool_runtime;permission_safety;coding_workflow","4","0","0","10","1","0","12","0","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/migrateBypassPermissionsAcceptedToSettings.ts","migrations",".ts","1262","41","4","1","2","permission_gate","coding_workflow","telemetry_data;tool_runtime;permission_safety;coding_workflow","3","0","0","7","20","0","7","0","0","no","absorb_into_dsxu_mainline"
"migrations/migrateEnableAllProjectMcpServersToSettings.ts","migrations",".ts","3977","119","4","1","8","mcp_skill_plugin","coding_workflow","telemetry_data;memory_context;tool_runtime;permission_safety;coding_workflow;plugin_mcp_skill","4","32","0","1","3","0","1","0","96","no","absorb_into_dsxu_mainline"
"migrations/migrateFennecToOpus.ts","migrations",".ts","1372","46","1","1","3","support_util","coding_workflow","memory_context;tool_runtime;permission_safety;coding_workflow;provider_model","0","1","0","4","1","0","10","11","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/migrateLegacyOpusToCurrent.ts","migrations",".ts","1974","58","5","1","2","support_util","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","5","2","1","6","1","0","6","27","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/migrateOpusToOpus1m.ts","migrations",".ts","1347","44","3","1","4","support_util","coding_workflow","telemetry_data;tool_runtime;coding_workflow;provider_model","3","0","0","1","0","0","1","17","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/migrateReplBridgeEnabledToRemoteControlAtStartup.ts","migrations",".ts","1000","23","1","1","3","mcp_skill_plugin","coding_workflow","tool_runtime;recovery_remote;coding_workflow","0","0","0","3","0","10","3","0","0","no","absorb_into_dsxu_mainline"
"migrations/migrateSonnet1mToSonnet45.ts","migrations",".ts","1582","49","3","1","4","support_util","coding_workflow","memory_context;tool_runtime;coding_workflow;provider_model","0","3","0","8","0","0","9","10","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/migrateSonnet45ToSonnet46.ts","migrations",".ts","2055","68","5","1","4","support_util","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","5","1","2","6","0","0","6","22","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/resetAutoModeOptInForDefaultOffer.ts","migrations",".ts","2106","52","6","1","3","support_util","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","3","0","4","5","9","0","5","1","0","no","review_absorb_as_shared_utility_only_if_imported"
"migrations/resetProToOpusDefault.ts","migrations",".ts","1550","52","5","1","5","support_util","coding_workflow","telemetry_data;ui_interaction;tool_runtime;coding_workflow;provider_model","5","0","1","6","0","0","6","15","0","no","review_absorb_as_shared_utility_only_if_imported"
"moreright/useMoreRight.tsx","moreright",".tsx","3535","26","0","1","1","unclassified_support","coding_workflow","ui_interaction;tool_runtime;recovery_remote;coding_workflow","0","0","6","1","0","1","1","0","0","yes","review_candidate"
"native-ts/color-diff/index.ts","native-ts",".ts","30042","1000","5","9","126","coding_workflow","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","23","0","120","2","3","41","59","22","1","no","absorb_into_dsxu_mainline"
"native-ts/file-index/index.ts","native-ts",".ts","12006","371","0","6","67","support_util","coding_workflow","telemetry_data;tool_runtime;permission_safety;coding_workflow;provider_model","41","0","0","11","5","0","39","9","0","no","review_absorb_as_shared_utility_only_if_imported"
"native-ts/yoga-layout/enums.ts","native-ts",".ts","2823","135","0","32","16","support_util","ui_interaction","ui_interaction","0","0","4","0","0","0","0","0","0","no","review_absorb_as_shared_utility_only_if_imported"
"native-ts/yoga-layout/index.ts","native-ts",".ts","83377","2579","1","10","276","support_util","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","1","0","87","24","8","0","31","65","0","no","review_absorb_as_shared_utility_only_if_imported"
"outputStyles/loadOutputStylesDir.ts","outputStyles",".ts","3438","99","8","2","10","unclassified_support","memory_context","memory_context;ui_interaction;provider_model;plugin_mcp_skill","0","5","9","0","0","0","0","9","9","no","review_candidate"
"plugins/builtinPlugins.ts","plugins",".ts","4980","160","4","7","12","mcp_skill_plugin","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","1","2","3","3","2","0","2","4","87","no","absorb_into_dsxu_mainline"
"plugins/bundled/index.ts","plugins",".ts","843","24","0","1","1","mcp_skill_plugin","provider_model","provider_model;plugin_mcp_skill","0","0","0","0","0","0","0","1","15","no","adapt_or_exclude_product_specific"
