id,priority,mechanismArea,mechanismClass,role,phase,title,dsxuOwner,value,deepseekAdaptation,implementationBoundary,acceptanceEvidence
RSB-0557,P1,Agent / Worker Handoff,execution-boundary,debugging engineer,execution / action,Agent / Worker Handoff for debugging engineer during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：失败复现、根因定位、修复、回归和证据。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0558,P2,Agent / Worker Handoff,execution-boundary,debugging engineer,failure / diagnosis,Agent / Worker Handoff for debugging engineer during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：失败复现、根因定位、修复、回归和证据。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0559,P2,Agent / Worker Handoff,execution-boundary,debugging engineer,recovery / retry,Agent / Worker Handoff for debugging engineer during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：失败复现、根因定位、修复、回归和证据。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0560,P2,Agent / Worker Handoff,execution-boundary,debugging engineer,proof / release evidence,Agent / Worker Handoff for debugging engineer during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：失败复现、根因定位、修复、回归和证据。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0561,P1,Agent / Worker Handoff,execution-boundary,technical lead,preflight / plan,Agent / Worker Handoff for technical lead during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0562,P1,Agent / Worker Handoff,execution-boundary,technical lead,execution / action,Agent / Worker Handoff for technical lead during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0563,P2,Agent / Worker Handoff,execution-boundary,technical lead,failure / diagnosis,Agent / Worker Handoff for technical lead during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0564,P2,Agent / Worker Handoff,execution-boundary,technical lead,recovery / retry,Agent / Worker Handoff for technical lead during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0565,P2,Agent / Worker Handoff,execution-boundary,technical lead,proof / release evidence,Agent / Worker Handoff for technical lead during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0566,P1,Agent / Worker Handoff,execution-boundary,terminal operator,preflight / plan,Agent / Worker Handoff for terminal operator during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0567,P1,Agent / Worker Handoff,execution-boundary,terminal operator,execution / action,Agent / Worker Handoff for terminal operator during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0568,P2,Agent / Worker Handoff,execution-boundary,terminal operator,failure / diagnosis,Agent / Worker Handoff for terminal operator during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0569,P2,Agent / Worker Handoff,execution-boundary,terminal operator,recovery / retry,Agent / Worker Handoff for terminal operator during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0570,P2,Agent / Worker Handoff,execution-boundary,terminal operator,proof / release evidence,Agent / Worker Handoff for terminal operator during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0571,P1,Agent / Worker Handoff,execution-boundary,release owner,preflight / plan,Agent / Worker Handoff for release owner during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0572,P1,Agent / Worker Handoff,execution-boundary,release owner,execution / action,Agent / Worker Handoff for release owner during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0573,P2,Agent / Worker Handoff,execution-boundary,release owner,failure / diagnosis,Agent / Worker Handoff for release owner during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0574,P2,Agent / Worker Handoff,execution-boundary,release owner,recovery / retry,Agent / Worker Handoff for release owner during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0575,P2,Agent / Worker Handoff,execution-boundary,release owner,proof / release evidence,Agent / Worker Handoff for release owner during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0576,P1,Agent / Worker Handoff,execution-boundary,security reviewer,preflight / plan,Agent / Worker Handoff for security reviewer during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0577,P1,Agent / Worker Handoff,execution-boundary,security reviewer,execution / action,Agent / Worker Handoff for security reviewer during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0578,P2,Agent / Worker Handoff,execution-boundary,security reviewer,failure / diagnosis,Agent / Worker Handoff for security reviewer during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0579,P2,Agent / Worker Handoff,execution-boundary,security reviewer,recovery / retry,Agent / Worker Handoff for security reviewer during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0580,P2,Agent / Worker Handoff,execution-boundary,security reviewer,proof / release evidence,Agent / Worker Handoff for security reviewer during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0581,P1,Agent / Worker Handoff,execution-boundary,performance engineer,preflight / plan,Agent / Worker Handoff for performance engineer during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：成本、cache、latency、tool output 和 token budget。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0582,P1,Agent / Worker Handoff,execution-boundary,performance engineer,execution / action,Agent / Worker Handoff for performance engineer during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：成本、cache、latency、tool output 和 token budget。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0583,P2,Agent / Worker Handoff,execution-boundary,performance engineer,failure / diagnosis,Agent / Worker Handoff for performance engineer during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：成本、cache、latency、tool output 和 token budget。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0584,P2,Agent / Worker Handoff,execution-boundary,performance engineer,recovery / retry,Agent / Worker Handoff for performance engineer during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：成本、cache、latency、tool output 和 token budget。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0585,P2,Agent / Worker Handoff,execution-boundary,performance engineer,proof / release evidence,Agent / Worker Handoff for performance engineer during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：成本、cache、latency、tool output 和 token budget。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0586,P1,Agent / Worker Handoff,execution-boundary,ecosystem integrator,preflight / plan,Agent / Worker Handoff for ecosystem integrator during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0587,P1,Agent / Worker Handoff,execution-boundary,ecosystem integrator,execution / action,Agent / Worker Handoff for ecosystem integrator during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0588,P2,Agent / Worker Handoff,execution-boundary,ecosystem integrator,failure / diagnosis,Agent / Worker Handoff for ecosystem integrator during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0589,P2,Agent / Worker Handoff,execution-boundary,ecosystem integrator,recovery / retry,Agent / Worker Handoff for ecosystem integrator during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0590,P2,Agent / Worker Handoff,execution-boundary,ecosystem integrator,proof / release evidence,Agent / Worker Handoff for ecosystem integrator during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0591,P1,Agent / Worker Handoff,execution-boundary,new user operator,preflight / plan,Agent / Worker Handoff for new user operator during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0592,P1,Agent / Worker Handoff,execution-boundary,new user operator,execution / action,Agent / Worker Handoff for new user operator during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0593,P2,Agent / Worker Handoff,execution-boundary,new user operator,failure / diagnosis,Agent / Worker Handoff for new user operator during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0594,P2,Agent / Worker Handoff,execution-boundary,new user operator,recovery / retry,Agent / Worker Handoff for new user operator during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0595,P2,Agent / Worker Handoff,execution-boundary,new user operator,proof / release evidence,Agent / Worker Handoff for new user operator during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0596,P1,Agent / Worker Handoff,execution-boundary,maintainer reviewer,preflight / plan,Agent / Worker Handoff for maintainer reviewer during preflight / plan,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0597,P1,Agent / Worker Handoff,execution-boundary,maintainer reviewer,execution / action,Agent / Worker Handoff for maintainer reviewer during execution / action,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0598,P2,Agent / Worker Handoff,execution-boundary,maintainer reviewer,failure / diagnosis,Agent / Worker Handoff for maintainer reviewer during failure / diagnosis,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0599,P2,Agent / Worker Handoff,execution-boundary,maintainer reviewer,recovery / retry,Agent / Worker Handoff for maintainer reviewer during recovery / retry,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0600,P2,Agent / Worker Handoff,execution-boundary,maintainer reviewer,proof / release evidence,Agent / Worker Handoff for maintainer reviewer during proof / release evidence,Agent lifecycle owner,worker 只回传 summary、path、hash、evidence，父任务负责合成。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,减少长 transcript 回灌，保护 Flash 上下文和成本。,不能新增第二套 agent orchestrator。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0601,P1,MCP / Skill Ecosystem,execution-boundary,senior feature engineer,preflight / plan,MCP / Skill Ecosystem for senior feature engineer during preflight / plan,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0602,P1,MCP / Skill Ecosystem,execution-boundary,senior feature engineer,execution / action,MCP / Skill Ecosystem for senior feature engineer during execution / action,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0603,P2,MCP / Skill Ecosystem,execution-boundary,senior feature engineer,failure / diagnosis,MCP / Skill Ecosystem for senior feature engineer during failure / diagnosis,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0604,P2,MCP / Skill Ecosystem,execution-boundary,senior feature engineer,recovery / retry,MCP / Skill Ecosystem for senior feature engineer during recovery / retry,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0605,P2,MCP / Skill Ecosystem,execution-boundary,senior feature engineer,proof / release evidence,MCP / Skill Ecosystem for senior feature engineer during proof / release evidence,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0606,P1,MCP / Skill Ecosystem,execution-boundary,debugging engineer,preflight / plan,MCP / Skill Ecosystem for debugging engineer during preflight / plan,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：失败复现、根因定位、修复、回归和证据。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0607,P1,MCP / Skill Ecosystem,execution-boundary,debugging engineer,execution / action,MCP / Skill Ecosystem for debugging engineer during execution / action,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：失败复现、根因定位、修复、回归和证据。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0608,P2,MCP / Skill Ecosystem,execution-boundary,debugging engineer,failure / diagnosis,MCP / Skill Ecosystem for debugging engineer during failure / diagnosis,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：失败复现、根因定位、修复、回归和证据。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0609,P2,MCP / Skill Ecosystem,execution-boundary,debugging engineer,recovery / retry,MCP / Skill Ecosystem for debugging engineer during recovery / retry,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：失败复现、根因定位、修复、回归和证据。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0610,P2,MCP / Skill Ecosystem,execution-boundary,debugging engineer,proof / release evidence,MCP / Skill Ecosystem for debugging engineer during proof / release evidence,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：失败复现、根因定位、修复、回归和证据。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0611,P1,MCP / Skill Ecosystem,execution-boundary,technical lead,preflight / plan,MCP / Skill Ecosystem for technical lead during preflight / plan,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0612,P1,MCP / Skill Ecosystem,execution-boundary,technical lead,execution / action,MCP / Skill Ecosystem for technical lead during execution / action,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0613,P2,MCP / Skill Ecosystem,execution-boundary,technical lead,failure / diagnosis,MCP / Skill Ecosystem for technical lead during failure / diagnosis,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0614,P2,MCP / Skill Ecosystem,execution-boundary,technical lead,recovery / retry,MCP / Skill Ecosystem for technical lead during recovery / retry,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0615,P2,MCP / Skill Ecosystem,execution-boundary,technical lead,proof / release evidence,MCP / Skill Ecosystem for technical lead during proof / release evidence,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0616,P1,MCP / Skill Ecosystem,execution-boundary,terminal operator,preflight / plan,MCP / Skill Ecosystem for terminal operator during preflight / plan,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0617,P1,MCP / Skill Ecosystem,execution-boundary,terminal operator,execution / action,MCP / Skill Ecosystem for terminal operator during execution / action,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0618,P2,MCP / Skill Ecosystem,execution-boundary,terminal operator,failure / diagnosis,MCP / Skill Ecosystem for terminal operator during failure / diagnosis,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0619,P2,MCP / Skill Ecosystem,execution-boundary,terminal operator,recovery / retry,MCP / Skill Ecosystem for terminal operator during recovery / retry,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0620,P2,MCP / Skill Ecosystem,execution-boundary,terminal operator,proof / release evidence,MCP / Skill Ecosystem for terminal operator during proof / release evidence,MCP / Skill registry owner,外部技能、MCP、插件都有优先级、权限、冲突和 fallback。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,生态能力作为 adapter boundary，不进入第二 runtime。,Superpowers 等只能二级补充，不能覆盖主链。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
